Date,Open,High,Low,Close,Adj Close,Volume
07/11/1994,2688.790039,2688.790039,2688.790039,2688.790039,2688.790039,0
08/11/1994,2699.26001,2699.26001,2699.26001,2699.26001,2699.26001,0
09/11/1994,2696.409912,2696.409912,2696.409912,2696.409912,2696.409912,0
10/11/1994,2689.429932,2689.429932,2689.429932,2689.429932,2689.429932,0
11/11/1994,2677.800049,2677.800049,2677.800049,2677.800049,2677.800049,0
14/11/1994,2694.610107,2694.610107,2694.610107,2694.610107,2694.610107,0
15/11/1994,2691.22998,2691.22998,2691.22998,2691.22998,2691.22998,0
16/11/1994,2693.22998,2693.22998,2693.22998,2693.22998,2693.22998,0
17/11/1994,2680.330078,2680.330078,2680.330078,2680.330078,2680.330078,0
18/11/1994,2667.75,2667.75,2667.75,2667.75,2667.75,0
21/11/1994,2649.570068,2649.570068,2649.570068,2649.570068,2649.570068,0
22/11/1994,2604.52002,2604.52002,2604.52002,2604.52002,2604.52002,0
23/11/1994,2603.040039,2603.040039,2603.040039,2603.040039,2603.040039,0
25/11/1994,2618.060059,2618.060059,2618.060059,2618.060059,2618.060059,0
28/11/1994,2627.149902,2627.149902,2627.149902,2627.149902,2627.149902,0
29/11/1994,2631.800049,2631.800049,2631.800049,2631.800049,2631.800049,0
30/11/1994,2626.620117,2626.620117,2626.620117,2626.620117,2626.620117,0
01/12/1994,2601.560059,2601.560059,2601.560059,2601.560059,2601.560059,0
02/12/1994,2622.389893,2622.389893,2622.389893,2622.389893,2622.389893,0
05/12/1994,2623.129883,2623.129883,2623.129883,2623.129883,2623.129883,0
06/12/1994,2620.699951,2620.699951,2620.699951,2620.699951,2620.699951,0
07/12/1994,2610.129883,2610.129883,2610.129883,2610.129883,2610.129883,0
08/12/1994,2577.879883,2577.879883,2577.879883,2577.879883,2577.879883,0
09/12/1994,2581.790039,2581.790039,2581.790039,2581.790039,2581.790039,0
12/12/1994,2593.310059,2593.310059,2593.310059,2593.310059,2593.310059,0
13/12/1994,2598.179932,2598.179932,2598.179932,2598.179932,2598.179932,0
14/12/1994,2625.77002,2625.77002,2625.77002,2625.77002,2625.77002,0
15/12/1994,2632.439941,2632.439941,2632.439941,2632.439941,2632.439941,0
